"fqdn","ip","asn","ip_prefix","owner","cc"
"airjordan4.fr","104.21.78.163","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"brsm-particulier-clients.fr","194.169.175.223","211760","194.169.175.0/24","AS-SUISSE, SC","BG"
"chaussure-femme.fr","78.46.230.48","24940","78.46.0.0/15","HETZNER-AS, DE","DE"
"chronosupport-client.fr","179.43.187.220","51852","179.43.128.0/18","PLI-AS, PA","PA"
"client-mabanque-bnpparibas.fr","80.76.51.21","211252","80.76.51.0/24","AS_DELIS, US","BG"
"converseoutletfrance.fr","165.231.36.30","41564","165.231.36.0/24","AS41564, GB","SC"
"ethikaparis.fr","192.0.78.24","2635","192.0.78.0/24","AUTOMATTIC, US","US"
"hellobank-immo.fr","","","","",""
"inuikiifrance.fr","196.196.197.209","41564","196.196.197.0/24","AS41564, GB","SC"
"lacebook.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"lbpste-particulier-certi-clients.fr","194.169.175.223","211760","194.169.175.0/24","AS-SUISSE, SC","BG"
"mondialsrelay.fr","141.136.33.24","47583","141.136.33.0/24","AS-HOSTINGER, CY","LT"
"nikejordan.fr","104.21.68.249","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"secure-snap.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"sms-chrono.fr","23.227.199.183","29802","23.227.199.0/24","HVC-AS, US","US"
