"fqdn","ip","asn","ip_prefix","owner","cc"
"adult-friendfinder.fr","104.21.57.161","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"assurances-macif.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"carte-vitale-enligne.fr","46.30.215.122","51468","46.30.208.0/21","ONECOM, DK","DK"
"demandes-simplifiees.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"depot-lbp.fr","","","","",""
"dreamshoes.fr","178.16.128.11","47583","178.16.128.0/22","AS-HOSTINGER, CY","DE"
"edf-hdf.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"filasfrance.fr","","","","",""
"formulaire-assu-en-ligne.fr","93.123.39.223","215240","93.123.39.0/24","NETRESEARCH, GB","BG"
"formulaireopposition.fr","","","","",""
"france-renovgouv.fr","","","","",""
"ildefrance-mobilites.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"kiplingfrance-fr.fr","","","","",""
"palestinevaincra.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"seee–mo.re","","","","",""
"sephorasboutique.fr","185.230.63.171","58182","185.230.63.0/24","WIX_COM, IL","IL"
"sephorasboutiques.fr","185.230.63.107","58182","185.230.63.0/24","WIX_COM, IL","IL"
"sms-carte-vitale.fr","213.232.235.202","200019","213.232.235.0/24","ALEXHOST, MD","RU"
"sms-vitale.fr","193.143.1.70","198953","193.143.1.0/24","PROTON66, RU","RU"
"solde-prepaye.fr","23.88.69.107","24940","23.88.0.0/17","HETZNER-AS, DE","DE"
"tarif-colissimo.fr","104.21.8.59","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"xn--credit-agricol-okb.fr","","","","",""
