"datefile","fqdn","ip","asn","ip_prefix","owner","cc"
"2022-03-01.csv","amazon-regist.fr","45.140.165.119","208226","45.140.165.0/24","OUIHEBERG, FR","GB"
"2022-03-01.csv","auth-leboncoin.fr","","","","",""
"2022-03-01.csv","paypal-authapp.fr","81.88.52.164","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2022-03-01.csv","paypal-services.fr","51.254.119.120","16276","51.254.0.0/15","OVH, FR","FR"
"2022-03-01.csv","secure-online.fr","91.216.107.91","210403","91.216.107.0/24","LWS, FR","FR"
"2022-03-01.csv","secure-snapchat.fr","","","","",""
"2022-03-01.csv","verificatio-dsp2-secure.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"2022-03-01.csv","verification-secu-secure.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"2022-03-01.csv","votreconseillerorangeenvisio.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"2022-03-01.csv","xn--compte-vrification-iwb.fr","","","","",""
"2022-03-02.csv","aamazone.fr","185.53.178.29","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"2022-03-02.csv","afacebook.fr","","","","",""
"2022-03-02.csv","amamazon.fr","185.53.178.29","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"2022-03-02.csv","amazonen.fr","185.53.178.29","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"2022-03-02.csv","amazoni.fr","185.53.178.29","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"2022-03-02.csv","amazonzon.fr","72.14.178.174","63949","72.14.176.0/20","LINODE-AP Linode, LLC, US","US"
"2022-03-02.csv","appmobile-ameli.fr","","","","",""
"2022-03-02.csv","bouygues-sa.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"2022-03-02.csv","labanqueepostales.fr","134.209.26.27","14061","134.209.16.0/20","DIGITALOCEAN-ASN, US","US"
"2022-03-02.csv","microsoftcompte.fr","","","","",""
"2022-03-02.csv","mymicrosoft.fr","51.178.100.39","16276","51.178.0.0/16","OVH, FR","FR"
"2022-03-02.csv","netflix-comptes.fr","37.139.129.111","211252","37.139.129.0/24","AS_DELIS, US","BG"
"2022-03-02.csv","paypal-secu.fr","","","","",""
"2022-03-02.csv","secure-netfllx.fr","62.4.16.68","12876","62.4.0.0/19","Online SAS, FR","FR"
"2022-03-03.csv","ameli-messages.fr","68.65.123.95","22612","68.65.123.0/24","NAMECHEAP-NET, US","US"
"2022-03-03.csv","auth-app-amazon.fr","","","","",""
"2022-03-03.csv","banque-popuplaire.fr","","","","",""
"2022-03-03.csv","ca-morbihian.fr","","","","",""
"2022-03-03.csv","caisses-epargne.fr","52.17.250.95","16509","52.16.0.0/15","AMAZON-02, US","US"
"2022-03-03.csv","comptabilite-mcdonalds.fr","87.98.150.35","16276","87.98.128.0/17","OVH, FR","FR"
"2022-03-03.csv","connexion-caisse-epargne.fr","185.13.39.127","197922","185.13.39.0/24","FIRSTHEBERG, FR","FR"
"2022-03-03.csv","icloudmaps.fr","162.241.85.14","46606","162.241.85.0/24","UNIFIEDLAYER-AS-1, US","US"
"2022-03-03.csv","secure3d.fr","","","","",""
"2022-03-03.csv","www-airbnb.fr","","","","",""
"2022-03-04.csv","assistancesamazon.fr","98.142.251.93","62005","98.142.251.0/24","BV-EU-AS, EE","CA"
"2022-03-04.csv","banque-populaires.fr","","","","",""
"2022-03-04.csv","dsp2-orange.fr","62.210.119.154","12876","62.210.0.0/16","Online SAS, FR","FR"
"2022-03-04.csv","facebooklogin.fr","","","","",""
"2022-03-04.csv","paypal-inc-information.fr","","","","",""
"2022-03-04.csv","service-restauration-espace-client.fr","45.61.48.122","47869","45.61.48.0/24","NETROUTING-AS, NL","US"
"2022-03-05.csv","ameli-espace.fr","","","","",""
"2022-03-05.csv","espaceclient-connexionfr.fr","62.4.30.227","12876","62.4.0.0/19","Online SAS, FR","FR"
"2022-03-05.csv","etsleclerc.fr","217.160.0.6","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-03-05.csv","mabanque-societegenerale.fr","185.248.33.120","208226","185.248.33.0/24","OUIHEBERG, FR","GB"
"2022-03-05.csv","mabanquesocietegenerale.fr","185.248.33.120","208226","185.248.33.0/24","OUIHEBERG, FR","GB"
"2022-03-05.csv","microsoftword.fr","","","","",""
"2022-03-06.csv","caisse-epargnes.fr","","","","",""
"2022-03-06.csv","carte-ameli-vitale.fr","45.131.187.253","58057","45.131.187.0/24","SECUREBIT Securebit Autonomous System, CH","CH"
"2022-03-06.csv","cmb001.fr","","","","",""
"2022-03-06.csv","espace-banquepostale.fr","","","","",""
"2022-03-06.csv","service-authentification.fr","","","","",""
"2022-03-07.csv","aliexprex.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"2022-03-07.csv","ameli-am.fr","62.4.17.32","12876","62.4.0.0/19","Online SAS, FR","FR"
"2022-03-07.csv","ameli-assurance-cartevitale.fr","","","","",""
"2022-03-07.csv","ameli-expiration.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2022-03-07.csv","ameli-mon-espace.fr","192.3.155.132","36352","192.3.152.0/22","AS-COLOCROSSING, US","US"
"2022-03-07.csv","cinetflix.fr","185.53.178.54","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"2022-03-07.csv","labanqueepostalee.fr","","","","",""
"2022-03-07.csv","ma-carte-vitale.fr","45.131.187.253","58057","45.131.187.0/24","SECUREBIT Securebit Autonomous System, CH","CH"
"2022-03-07.csv","newnetflix.fr","","","","",""
"2022-03-08.csv","amazon-drive.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2022-03-08.csv","ameli-macartevitale.fr","2.58.149.154","399471","2.58.148.0/22","AS-SERVERION, US","NL"
"2022-03-08.csv","ameli-update.fr","","","","",""
"2022-03-08.csv","connexion-espace-client.fr","138.201.79.103","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"2022-03-08.csv","labanquepostale-conexion.fr","","","","",""
"2022-03-08.csv","lbcsecure-payment.fr","195.110.124.154","39729","195.110.124.0/22","REGISTER-AS, IT","IT"
"2022-03-08.csv","secure-crf2.fr","144.126.139.170","40021","144.126.128.0/20","CONTABO, US","US"
"2022-03-09.csv","banque-populaires.fr","","","","",""
"2022-03-09.csv","caisse-epargnes.fr","","","","",""
"2022-03-09.csv","client-caisse-epargne.fr","","","","",""
"2022-03-09.csv","espace-caisse-epargne.fr","212.193.30.139","211252","212.193.30.0/24","AS_DELIS, US","CZ"
"2022-03-09.csv","moncmbs.fr","","","","",""
"2022-03-09.csv","online-banquepostal.fr","","","","",""
"2022-03-09.csv","secur-pass-activation.fr","","","","",""
"2022-03-10.csv","ameli-renouvellement-vitale.fr","212.193.30.225","211252","212.193.30.0/24","AS_DELIS, US","CZ"
"2022-03-10.csv","ameliservicevitale.fr","","","","",""
"2022-03-10.csv","netflixassistance.fr","","","","",""
"2022-03-10.csv","paypalcontacts-aide.fr","45.76.44.169","20473","45.76.44.0/22","AS-CHOOPA, US","US"
"2022-03-10.csv","secures-paypal.fr","","","","",""
"2022-03-10.csv","securite-caisse-epargne.fr","193.70.30.101","16276","193.70.0.0/17","OVH, FR","FR"
"2022-03-11.csv","ameligouv.fr","","","","",""
"2022-03-11.csv","dgfipca3gouv.fr","","","","",""
"2022-03-11.csv","dsp2-france.fr","","","","",""
"2022-03-11.csv","dsp2-infos.fr","","","","",""
"2022-03-11.csv","dsp2francebanque.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"2022-03-11.csv","infobanquedefrance.fr","","","","",""
"2022-03-11.csv","noreply-assistance-bouyguestelecom.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"2022-03-11.csv","renouvellementameli.fr","","","","",""
"2022-03-12.csv","activationsecure.fr","","","","",""
"2022-03-12.csv","ameli-vitals.fr","62.4.13.119","12876","62.4.0.0/19","Online SAS, FR","FR"
"2022-03-12.csv","collissimo-info.fr","62.210.144.194","12876","62.210.0.0/16","Online SAS, FR","FR"
"2022-03-12.csv","espaceclient-bnpparibas.fr","","","","",""
"2022-03-12.csv","labanquepostalepro.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"2022-03-13.csv","caisse-dep.fr","138.201.79.103","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"2022-03-13.csv","labanquepopulaires.fr","","","","",""
"2022-03-13.csv","mabanqueverification.fr","","","","",""
"2022-03-13.csv","paypalurgence.fr","","","","",""
"2022-03-13.csv","securelbc.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2022-03-13.csv","service-mabanque-bnpparibas.fr","","","","",""
"2022-03-14.csv","ameli-assurance-authentification.fr","164.93.200.154","15533","164.93.128.0/17","SASEUROPE, GB","GB"
"2022-03-14.csv","creditmutuels.fr","","","","",""
"2022-03-14.csv","hpsupport.fr","","","","",""
"2022-03-14.csv","mon-espace-ameli.fr","45.134.174.92","43641","45.134.174.0/24","SOLLUTIUM-NL, PL","UA"
"2022-03-14.csv","verifbanque.fr","","","","",""
"2022-03-14.csv","verifs-ameli.fr","","","","",""
"2022-03-15.csv","cora-service.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"2022-03-15.csv","dgfipca3.fr","87.98.150.35","16276","87.98.128.0/17","OVH, FR","FR"
"2022-03-15.csv","paiementscuriseleboncoin914.fr","","","","",""
"2022-03-15.csv","paiementsecuriseleboncoin547.fr","","","","",""
"2022-03-15.csv","secureclient.fr","","","","",""
"2022-03-15.csv","securitychecklogin.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2022-03-16.csv","amelisecure.fr","162.255.119.6","22612","162.255.119.0/24","NAMECHEAP-NET, US","US"
"2022-03-16.csv","carrefour-conexion.fr","","","","",""
"2022-03-16.csv","netflix-secu.fr","","","","",""
"2022-03-16.csv","xn--laposte-vrification-jzb.fr","","","","",""
"2022-03-17.csv","aws-serviceclient.fr","","","","",""
"2022-03-17.csv","caisse-allocation.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2022-03-17.csv","instagramofficel.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"2022-03-17.csv","paymentboncoin.fr","","","","",""
"2022-03-17.csv","supportinfoapple.fr","62.210.144.139","12876","62.210.0.0/16","Online SAS, FR","FR"
"2022-03-17.csv","vitaleameli-securise.fr","","","","",""
"2022-03-17.csv","wwwsante.fr","91.195.240.92","47846","91.195.240.0/23","SEDO-AS, DE","DE"
"2022-03-18.csv","assurance-maladie-assistance.fr","193.233.48.93","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"2022-03-18.csv","bnp-group.fr","156.67.72.214","47583","156.67.64.0/20","AS-HOSTINGER, CY","US"
"2022-03-18.csv","bnpparibas-securisation.fr","","","","",""
"2022-03-18.csv","ca-centrest-particulier.fr","45.134.174.92","43641","45.134.174.0/24","SOLLUTIUM-NL, PL","UA"
"2022-03-18.csv","capgemini-technology-services.fr","","","","",""
"2022-03-18.csv","cartes-vitale.fr","185.98.131.227","210403","185.98.131.0/24","LWS, FR","FR"
"2022-03-18.csv","cartes-vitales.fr","193.233.202.55","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"2022-03-18.csv","cib-bnpparibas.fr","","","","",""
"2022-03-18.csv","fr-scc-france.fr","","","","",""
"2022-03-18.csv","franprixdistribution.fr","","","","",""
"2022-03-18.csv","group-darty.fr","185.98.131.227","210403","185.98.131.0/24","LWS, FR","FR"
"2022-03-18.csv","moncompteorganismeformation.fr","104.21.47.155","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"2022-03-18.csv","mondials-relay.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"2022-03-18.csv","passage-secure.fr","193.233.48.73","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"2022-03-18.csv","recuppaylib.fr","","","","",""
"2022-03-19.csv","acceuil-ameli.fr","54.225.42.47","14618","54.224.0.0/15","AMAZON-AES, US","US"
"2022-03-19.csv","amelicartevital.fr","62.210.144.239","12876","62.210.0.0/16","Online SAS, FR","FR"
"2022-03-19.csv","commandes-amazon.fr","","","","",""
"2022-03-19.csv","fnac-gaming.fr","162.0.217.18","22612","162.0.217.0/24","NAMECHEAP-NET, US","US"
"2022-03-19.csv","franprix-groupe.fr","","","","",""
"2022-03-19.csv","franprixservice.fr","","","","",""
"2022-03-19.csv","googledomains.fr","217.160.0.125","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-03-19.csv","impostguov.fr","","","","",""
"2022-03-19.csv","labanque-populaire.fr","","","","",""
"2022-03-19.csv","messagerie-leboncoin.fr","","","","",""
"2022-03-19.csv","xn--sant-ameli-e7a.fr","","","","",""
"2022-03-19.csv","xn--servicesant-lbb.fr","178.32.215.166","16276","178.32.0.0/15","OVH, FR","FR"
"2022-03-20.csv","brigade-nationale-de-la-police-judiciaire.fr","","","","",""
"2022-03-20.csv","iban-paypal.fr","","","","",""
"2022-03-20.csv","service-sante-ameli.fr","192.3.12.143","36352","192.3.0.0/20","AS-COLOCROSSING, US","US"
"2022-03-21.csv","connection-ameli.fr","188.165.84.111","16276","188.165.0.0/16","OVH, FR","FR"
"2022-03-21.csv","redirect-ameli.fr","188.165.84.111","16276","188.165.0.0/16","OVH, FR","FR"
"2022-03-21.csv","securi-passs.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"2022-03-22.csv","ameli-support.fr","179.43.175.156","51852","179.43.128.0/18","PLI-AS, PA","PA"
"2022-03-22.csv","ameli-supports.fr","","","","",""
"2022-03-22.csv","ameli-vitale.fr","75.2.37.224","16509","75.2.32.0/20","AMAZON-02, US","US"
"2022-03-22.csv","ameli-vitales.fr","138.201.79.103","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"2022-03-22.csv","assuramelivitale.fr","","","","",""
"2022-03-22.csv","auchan-international.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"2022-03-22.csv","cpfgouv.fr","","","","",""
"2022-03-22.csv","declaration-ameli.fr","","","","",""
"2022-03-22.csv","declarationameli.fr","","","","",""
"2022-03-22.csv","espace-mabanque-bnpparibas.fr","","","","",""
"2022-03-22.csv","mabanque-bnp-paribas-digitale.fr","185.13.37.5","197922","185.13.37.0/24","FIRSTHEBERG, FR","FR"
"2022-03-22.csv","proameli.fr","","","","",""
"2022-03-22.csv","rediaameli.fr","188.165.84.111","16276","188.165.0.0/16","OVH, FR","FR"
"2022-03-22.csv","retraitegouv.fr","","","","",""
"2022-03-22.csv","support-paypal-securisation.fr","","","","",""
"2022-03-23.csv","ameli-renouvellements-vitale.fr","","","","",""
"2022-03-23.csv","espace-carte-ameli.fr","","","","",""
"2022-03-23.csv","my-google-account.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2022-03-23.csv","votrecaissecaf.fr","","","","",""
"2022-03-24.csv","ameli-gestion.fr","","","","",""
"2022-03-24.csv","caisse-epargne-particuliers.fr","162.55.139.42","24940","162.55.0.0/16","HETZNER-AS, DE","DE"
"2022-03-24.csv","la-banquepostales.fr","178.62.12.13","14061","178.62.0.0/18","DIGITALOCEAN-ASN, US","US"
"2022-03-24.csv","netflix-aides.fr","","","","",""
"2022-03-24.csv","paypal-reconfiguration.fr","","","","",""
"2022-03-24.csv","portail-ameli.fr","","","","",""
"2022-03-24.csv","supportapplestore.fr","208.91.197.91","40034","208.91.197.0/24","CONFLUENCE-NETWORK-INC, VG","VG"
"2022-03-25.csv","auth-impotserviclient.fr","","","","",""
"2022-03-25.csv","espace-ameli-portail.fr","","","","",""
"2022-03-25.csv","espace-caisse.fr","","","","",""
"2022-03-25.csv","fnacdarty-groupe.fr","194.181.228.50","8308","194.181.0.0/16","NASK-COMMERCIAL, PL","PL"
"2022-03-25.csv","secure-mabanque-bnpparibas.fr","","","","",""
"2022-03-25.csv","vital-assur-ameli.fr","","","","",""
"2022-03-26.csv","dsp2securite.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"2022-03-26.csv","infos-ameli.fr","","","","",""
"2022-03-27.csv","authenimpots.fr","","","","",""
"2022-03-27.csv","ccaisse-epargnes.fr","134.209.26.27","14061","134.209.16.0/20","DIGITALOCEAN-ASN, US","US"
"2022-03-27.csv","eu-ameli.fr","","","","",""
"2022-03-27.csv","intermarche-express.fr","","","","",""
"2022-03-27.csv","lacaisse-epargnes.fr","91.195.240.94","47846","91.195.240.0/23","SEDO-AS, DE","DE"
"2022-03-27.csv","paypal-config.fr","","","","",""
"2022-03-28.csv","1appleid-apple.fr","","","","",""
"2022-03-28.csv","airbnb-support.fr","","","","",""
"2022-03-28.csv","apple-assistance.fr","80.76.42.89","212913","80.76.42.0/24","TIMEHOST-AS, RU","RU"
"2022-03-28.csv","apple-findmypone.fr","","","","",""
"2022-03-28.csv","apple-localisation.fr","80.76.42.89","212913","80.76.42.0/24","TIMEHOST-AS, RU","RU"
"2022-03-28.csv","apple-support.fr","80.76.42.89","212913","80.76.42.0/24","TIMEHOST-AS, RU","RU"
"2022-03-28.csv","caisse-epargne-secur.fr","193.233.48.93","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"2022-03-28.csv","e-appleid-apple.fr","178.62.63.210","14061","178.62.0.0/18","DIGITALOCEAN-ASN, US","US"
"2022-03-28.csv","icloud-localiser.fr","162.241.85.14","46606","162.241.85.0/24","UNIFIEDLAYER-AS-1, US","US"
"2022-03-28.csv","la-caisse-epargne.fr","","","","",""
"2022-03-29.csv","ca-connexion-clients.fr","","","","",""
"2022-03-29.csv","carrefour-banque-service.fr","","","","",""
"2022-03-29.csv","carsglass.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"2022-03-29.csv","connexion-orange.fr","62.4.31.169","12876","62.4.0.0/19","Online SAS, FR","FR"
"2022-03-29.csv","cooksonline.fr","195.110.124.154","39729","195.110.124.0/22","REGISTER-AS, IT","IT"
"2022-03-29.csv","franceparebrice.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"2022-03-29.csv","m-securepass.fr","","","","",""
"2022-03-29.csv","netflix-maj.fr","","","","",""
"2022-03-29.csv","rapidparebrice.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"2022-03-29.csv","registre-cartevitale.fr","","","","",""
"2022-03-29.csv","societe-generale-secure.fr","193.233.48.93","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"2022-03-29.csv","verifs-netflix.fr","","","","",""
"2022-03-30.csv","logameli.fr","","","","",""
"2022-03-30.csv","microsoft-pro.fr","185.230.63.186","58182","185.230.63.0/24","WIX_COM, IL","IL"
"2022-03-30.csv","orangebank-immobilier.fr","","","","",""
"2022-03-30.csv","windowsdefender.fr","52.17.250.95","16509","52.16.0.0/15","AMAZON-02, US","US"
"2022-03-30.csv","xn--service-sant-amli-mtbd.fr","","","","",""
"2022-03-31.csv","accueil-ameli.fr","5.8.8.94","34665","5.8.8.0/23","PINDC-AS, RU","RU"
"2022-03-31.csv","amazon-comptes.fr","45.76.44.169","20473","45.76.44.0/22","AS-CHOOPA, US","US"
"2022-03-31.csv","ameli-clientcartevitale.fr","","","","",""
"2022-03-31.csv","avertissement-ameli.fr","","","","",""
"2022-03-31.csv","facebookconnect.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"2022-03-31.csv","netflix-verification-login.fr","","","","",""
"2022-03-31.csv","www-banquepopulairee.fr","","","","",""
"2022-04-01.csv","cfgouv.fr","","","","",""
"2022-04-01.csv","droit-caf.fr","107.174.144.229","36352","107.174.144.0/21","AS-COLOCROSSING, US","US"
"2022-04-01.csv","espacecaf.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"2022-04-01.csv","financesgouv.fr","","","","",""
"2022-04-01.csv","fr-amazon.fr","","","","",""
"2022-04-01.csv","googletagmanager.fr","217.160.0.217","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-01.csv","infos-aide.fr","185.230.63.171","58182","185.230.63.0/24","WIX_COM, IL","IL"
"2022-04-01.csv","infos-supportclient.fr","91.216.107.48","210403","91.216.107.0/24","LWS, FR","FR"
"2022-04-01.csv","maformationgouv.fr","","","","",""
"2022-04-01.csv","microsoftupdate.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"2022-04-01.csv","mon-espace-credit-agricole.fr","","","","",""
"2022-04-01.csv","services-protection-mineurs.fr","217.160.0.227","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-01.csv","servicesecurebnpparimacledigital.fr","","","","",""
"2022-04-01.csv","support-clients-france.fr","62.4.31.166","12876","62.4.0.0/19","Online SAS, FR","FR"
"2022-04-01.csv","supportboursoramamisejour.fr","","","","",""
"2022-04-01.csv","supportmacleditalemiseajour.fr","","","","",""
"2022-04-01.csv","votreespacecartevitale.fr","","","","",""
"2022-04-02.csv","caissedesdepotsgard.fr","213.36.252.182","12322","213.36.0.0/16","PROXAD, FR","FR"
"2022-04-02.csv","dhl-globalmail.fr","172.67.139.142","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"2022-04-02.csv","firefoxx.fr","","","","",""
"2022-04-02.csv","fr-stmmicroelectronics.fr","185.135.132.49","210403","185.135.132.0/24","LWS, FR","FR"
"2022-04-02.csv","monespaceclientele.fr","45.134.174.92","43641","45.134.174.0/24","SOLLUTIUM-NL, PL","UA"
"2022-04-02.csv","xn--ameliscure-g7a.fr","","","","",""
"2022-04-02.csv","xn--ameliscurit-gbbf.fr","","","","",""
"2022-04-03.csv","ameli-mobile.fr","","","","",""
"2022-04-03.csv","authimpots.fr","","","","",""
"2022-04-03.csv","colissimoposte.fr","216.239.32.21","15169","216.239.32.0/24","GOOGLE, US","US"
"2022-04-03.csv","cpamcartevitale.fr","188.165.84.111","16276","188.165.0.0/16","OVH, FR","FR"
"2022-04-03.csv","espace-paiement.fr","","","","",""
"2022-04-03.csv","espacelientellessecuritaireauthentifs.fr","","","","",""
"2022-04-03.csv","fr-stmicroelectronics.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"2022-04-03.csv","netflix-checksecu.fr","","","","",""
"2022-04-03.csv","pornhubfr.fr ","","","","",""
"2022-04-03.csv","verifs-amazon.fr","45.32.151.146","20473","45.32.144.0/21","AS-CHOOPA, US","US"
"2022-04-04.csv","assistance-compte-ameli.fr","","","","",""
"2022-04-04.csv","client-paypal-signin.fr","193.233.48.93","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"2022-04-04.csv","finances-gouv-info.fr","","","","",""
"2022-04-04.csv","france-ameli.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"2022-04-04.csv","instagramfrance.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"2022-04-04.csv","labqpostale.fr","188.165.5.107","16276","188.165.0.0/16","OVH, FR","FR"
"2022-04-04.csv","leboncoin-p2pdealsecure-payin.fr","","","","",""
"2022-04-04.csv","reseauorange-verif-rio.fr","141.136.39.74","47583","141.136.39.0/24","AS-HOSTINGER, CY","LT"
"2022-04-05.csv","ag2rlemondiale.fr","217.160.0.248","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-05.csv","airbnb-suspension.fr","","","","",""
"2022-04-05.csv","amelicpam.fr","","","","",""
"2022-04-05.csv","auth-caf.fr","","","","",""
"2022-04-05.csv","caissee-epargnes.fr","107.172.140.144","36352","107.172.140.0/22","AS-COLOCROSSING, US","US"
"2022-04-05.csv","carte-vitaleameli.fr","185.229.227.128","41436","185.229.227.0/24","CLOUDWEBMANAGE-EU, US","US"
"2022-04-05.csv","culturegouv.fr","","","","",""
"2022-04-05.csv","defense-gov.fr","185.98.131.40","210403","185.98.131.0/24","LWS, FR","FR"
"2022-04-05.csv","groupe-econocom.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"2022-04-05.csv","spotifypayment.fr","","","","",""
"2022-04-05.csv","xn--capsant-hya.fr","217.160.0.156","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-06.csv","acc-ntflx.fr","217.160.0.138","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-06.csv","accnet-flx.fr","217.160.0.101","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-06.csv","airbnb-team.fr","","","","",""
"2022-04-06.csv","airbnb-verif.fr","","","","",""
"2022-04-06.csv","apple-localiser.fr","","","","",""
"2022-04-06.csv","carrefour-connexion-clients.fr","","","","",""
"2022-04-06.csv","espace-epargne.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"2022-04-06.csv","etudiantgouv.fr","","","","",""
"2022-04-06.csv","infosecubanquenationaledeparis.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"2022-04-06.csv","sg-conexion-particuliers.fr","","","","",""
"2022-04-07.csv","aides-netflix.fr","","","","",""
"2022-04-07.csv","amelicartevitale.fr","","","","",""
"2022-04-07.csv","amelis-france.fr","","","","",""
"2022-04-07.csv","ameliss-france.fr","45.145.164.37","207992","45.145.164.0/24","FEELB, FR","FR"
"2022-04-07.csv","assistance-compte-client.fr","15.197.130.221","16509","15.197.128.0/20","AMAZON-02, US","US"
"2022-04-07.csv","caissesepargne.fr","","","","",""
"2022-04-07.csv","carrefoour.fr","99.83.248.67","16509","99.83.240.0/20","AMAZON-02, US","US"
"2022-04-07.csv","infosecupostale.fr","","","","",""
"2022-04-07.csv","infosleboncoin.fr","","","","",""
"2022-04-07.csv","renault-france.fr","217.160.233.137","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2022-04-07.csv","secupostale.fr","","","","",""
"2022-04-08.csv","airbnb-rappel.fr","","","","",""
"2022-04-08.csv","ameli-eu.fr","","","","",""
"2022-04-08.csv","ameli-indemnisation.fr","","","","",""
"2022-04-08.csv","fr-ameli.fr","5.8.8.94","34665","5.8.8.0/23","PINDC-AS, RU","RU"
"2022-04-08.csv","infosecurbp.fr","107.175.94.196","36352","107.175.92.0/22","AS-COLOCROSSING, US","US"
"2022-04-08.csv","mesinfos-ameli.fr","","","","",""
"2022-04-08.csv","noreplycaisse-epargne.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
