"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-assure.fr","37.233.103.33","198717","37.233.96.0/20","TECHSTORAGE, PL","PL"
"ameli-client.fr","37.233.103.33","198717","37.233.96.0/20","TECHSTORAGE, PL","PL"
"ameli-espace-sante.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"amendes-gouv-regularisation.fr","185.163.127.160","51269","185.163.124.0/22","HEXATOM, FR","FR"
"antai-dossier-1958474167.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"antai-republique-francaise.fr","","","","",""
"antai-telepaiements.fr","","","","",""
"antaigouv-usagers.fr","","","","",""
"ar24-docaposte.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"bourgognefrancheconte.fr","","","","",""
"caterpillar-france.fr","15.197.130.221","16509","15.197.128.0/20","AMAZON-02, US","US"
"chronopost-avis.fr","","","","",""
"chronopost-livraisons.fr","","","","",""
"chronopost-suivi-colis.fr","","","","",""
"chuorleans.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"dnpj-cyberenquete.fr","155.133.138.12","203476","155.133.128.0/20","GANDI-AS-2 Domain name registrar - www.gandi.net, FR","FR"
"ecampusparis-saclay.fr","","","","",""
"espace-client-log.fr","","","","",""
"faxebook.fr","","","","",""
"givenchystore.fr","154.56.47.248","47583","154.56.44.0/22","AS-HOSTINGER, CY","US"
"info-ants-paiement.fr","213.226.123.201","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"infomajjclients.fr","","","","",""
"katespade-france.fr","165.231.253.51","41564","165.231.253.0/24","AS41564, GB","SC"
"labanquepostale-fr.fr","","","","",""
"le-recenssement-et-moi.fr","","","","",""
"le-recesement-et-moi.fr","","","","",""
"paiement-stationnement.fr","","","","",""
"promo-goodyear-nor2024.fr","","","","",""
"regularisations-amendes-gov.fr","","","","",""
"service-blic.fr","","","","",""
"servicepublic-renouvellements.fr","213.226.123.201","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"sms-info-chrono-colis.fr","98.71.24.197","8075","98.70.0.0/15","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"univ-yon1.fr","","","","",""
"xn--rgler-ma-contravention-b8b.fr","146.70.158.210","9009","146.70.158.0/24","M247, RO","RO"
