"fqdn","ip","asn","ip_prefix","owner","cc"
"adidas.re","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"armani.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"balenciaga.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"bretagne-materaiux.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"burberry.re","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"cartevitale-actualisation.fr","45.139.104.81","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"cartier.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"chaussuredudesolde.fr","165.231.200.185","58065","165.231.200.0/24","PACKETEXCHANGE, GB","SC"
"dickies.re","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"espace-personnels.fr","45.33.30.197","63949","45.33.0.0/19","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"fendi.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"frotuneocredit-immobilier.fr","217.160.0.241","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"hokaoutletfr.fr","196.196.13.148","63119","196.196.13.0/24","AS-63119, SC","SC"
"jacquemusshop.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"josefseibelsoldes.fr","104.21.20.239","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"newbalance.re","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"nobullsiteofficiel.fr","165.231.36.30","41564","165.231.36.0/24","AS41564, GB","SC"
"office-webmail.fr","172.187.229.14","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"prada.re","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"realsneakers.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"securite-pass-societegenerale.fr","104.21.29.35","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"sms-renouvel-enligne.fr","159.253.120.112","200019","159.253.120.0/24","ALEXHOST, MD","RU"
"societegenerale-pass.fr","","","","",""
"tevasandalefrance.fr","104.21.72.40","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"webespaceclient.fr","23.227.38.71","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
