"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-dossier73638.fr","34.90.130.132","396982","34.90.128.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"amendes-facturation.fr","64.23.215.129","14061","64.23.192.0/19","DIGITALOCEAN-ASN, US","US"
"ants-infraction.fr","","","","",""
"appleconnects.fr","172.67.169.252","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"armaniexchangefrance.fr","165.231.36.194","41564","165.231.36.0/24","AS41564, GB","SC"
"banqne-france.fr","217.160.0.240","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"casio.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"chronopost-payement.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"cso-renouvellement.fr","172.187.229.14","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"discord-login.fr","","","","",""
"fr-betzino.fr","","","","",""
"gouv-sms.fr","172.187.229.14","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"hokaone-solde.fr","196.242.179.159","58065","196.242.179.0/24","PACKETEXCHANGE, GB","SC"
"hubchaussures.fr","165.231.36.99","41564","165.231.36.0/24","AS41564, GB","SC"
"intermarche-groupe.fr","109.205.246.13","206170","109.205.246.0/24","INLEED, SE","SE"
"itunes.re","","","","",""
"ledger-support.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"mastercard.re","","","","",""
"mutuelle-pandaoptic.fr","","","","",""
"nike.re","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"pal-secauthif.fr","62.4.30.241","12876","62.4.0.0/19","Online SAS, FR","FR"
"patek.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"paypal.re","","","","",""
"redwings-france.fr","196.247.60.189","41564","196.247.60.0/24","AS41564, GB","SC"
"renouvelle-espace-enligne.fr","85.239.33.142","200019","85.239.33.0/24","ALEXHOST, MD","RU"
"seiko.re","52.213.114.86","16509","52.208.0.0/13","AMAZON-02, US","US"
"service-shopify.fr","","","","",""
"suivi-relay-fr.fr","194.59.31.147","399486","194.59.31.0/24","VIRTUO, CA","BG"
"suivi-relay.fr","194.59.31.147","399486","194.59.31.0/24","VIRTUO, CA","BG"
"tai-infractions.fr","","","","",""
"tktxofficiel.fr","154.41.250.196","47583","154.41.250.0/24","AS-HOSTINGER, CY","US"
"toujoursdesbillets.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"travvex.re","","","","",""
"unisadestockage.fr","104.21.37.56","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"walmart.re","","","","",""
