"fqdn","ip","asn","ip_prefix","owner","cc"
"c-and-a-france.fr","196.196.38.246","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"facturation-netflix.fr","","","","",""
"groupe-sodexo.fr","109.205.246.13","206170","109.205.246.0/24","INLEED, SE","SE"
"hushpuppies-france.fr","196.196.38.230","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"info-maladie.fr","193.143.1.56","198953","193.143.1.0/24","PROTON66, RU","RU"
"low1sneakersfrance.fr","196.196.205.90","58065","196.196.205.0/24","PACKETEXCHANGE, GB","SC"
"mon-assurance-vital.fr","45.88.90.39","203168","45.88.90.0/24","AS-CONSTANTMOULIN, BE","BG"
"mon-renouvellement-enligne.fr","46.30.215.87","51468","46.30.208.0/21","ONECOM, DK","DK"
"ofrespeciale.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"sasu-gtmbatimnt.fr","185.98.131.226","210403","185.98.131.0/24","LWS, FR","FR"
"service-sante.fr","","","","",""
"sms-renouvellment-en-ligne.fr","194.110.247.169","200019","194.110.247.0/24","ALEXHOST, MD","RU"
"stuhrlingfrance.fr","196.196.155.26","58065","196.196.155.0/24","PACKETEXCHANGE, GB","SC"
"ups-envoi.fr","","","","",""
