"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-assurance-maladie.fr","","","","",""
"ameli-vitalemaladie.fr","","","","",""
"amende-postreglement.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"amendes-gouv-paiement.fr","","","","",""
"carte-vitaie-ameii.fr","185.216.71.231","211252","185.216.71.0/24","AS_DELIS, US","BG"
"checkmycoupon.fr","89.116.147.107","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"client-sfr.fr","185.216.71.231","211252","185.216.71.0/24","AS_DELIS, US","BG"
"gouvernement-police.fr","","","","",""
"iledefrance-mobiiites.fr","","","","",""
"infos-leboncoin.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02, US","US"
"leboncoin-paiement-securise.fr","172.67.192.229","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"mesoldes.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"nowfoods.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"pandorafrance.fr","165.231.200.149","58065","165.231.200.0/24","PACKETEXCHANGE, GB","SC"
"sms-chrono-info.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"stussystorefrance.fr","196.196.197.220","41564","196.196.197.0/24","AS41564, GB","SC"
"wtransferespaceclients.fr","194.169.175.223","216419","194.169.175.0/24","AS-MATRIXTELECOM, GB","BG"
"zegnafrance.fr","196.196.38.199","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
