"fqdn","ip","asn","ip_prefix","owner","cc"
"ameie.fr","45.33.2.79","63949","45.33.0.0/19","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"amelie-secure.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"amelir.fr","96.126.123.244","63949","96.126.112.0/20","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"antai-infractions.fr","195.181.247.109","212531","195.181.240.0/21","INTERNETO-VIZIJA, LT","LT"
"appmiseajours-creditagricole.fr","127.0.0.1","NA","NA","NA",""
"assistance-support-aide.fr","91.241.93.84","39378","91.241.93.0/24","SERVINGA, DE","DE"
"chrono-colis-delivery.fr","185.163.125.114","51269","185.163.124.0/22","HEXATOM, FR","FR"
"chronoclient-suivi.fr","91.218.20.89","211895","91.218.20.0/24","SERVERIUS-USERS-AS, NL","DE"
"chronopostacheminements.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"cimauxerre.fr","45.79.19.196","63949","45.79.16.0/20","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"dhlfrance.fr","185.216.71.214","211252","185.216.71.0/24","AS_DELIS, US","BG"
"e-aldi-group.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"infoameli-sms.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"lblablacar.fr","172.67.142.103","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"lenovothingplus.fr","","","","",""
"lenovothinkplus.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"ministre-justice.fr","213.132.197.99","39704","213.132.197.0/24","CJ2-AS, NL","NL"
"nantes-cybertek.fr","87.98.150.35","16276","87.98.128.0/17","OVH, FR","FR"
"panamajackparis.fr","","","","",""
"ribpaysecure.fr","193.203.239.68","210403","193.203.239.0/24","LWS, FR","FR"
"suivi-chronosupport.fr","188.93.233.140","47674","188.93.233.0/24","NETSOLUTIONS, MO","PT"
"tripavisor.fr","172.67.137.225","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"xn--sg-scuriter-particulier-ecc.fr","195.88.227.13","198711","195.88.227.0/24","GASPARD-METAYER, FR","NL"
