"fqdn","ip","asn","ip_prefix","owner","cc"
"acerbatterieshop.fr","172.67.183.110","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"acheminement-colis.fr","217.160.0.117","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"almaenpen.france.fr","","","","",""
"amendes-antaigouv.fr","","","","",""
"amendes-gov.fr","51.120.245.61","8075","51.120.0.0/16","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"antaiddgifservice.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"antaidggifservice.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"carrefour-distribution.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"chronopost-moncolis.fr","91.92.241.245","394711","91.92.241.0/24","LIMENET, US","BG"
"compte-suspendu-info.fr","","","","",""
"dossier-vitale.fr","104.237.234.48","16628","104.237.234.0/24","DEDICATED-FIBER-COMMUNICATIONS, US","US"
"francetvlnfo.fr","162.0.217.92","22612","162.0.217.0/24","NAMECHEAP-NET, US","US"
"info-sms-suivi-chrono.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"lnkedin.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"reccup-llibpay.fr","213.158.94.240","34762","213.158.94.0/23","COMBELL-AS, BE","IT"
"secure19-bnpparibas.fr","51.120.245.61","8075","51.120.0.0/16","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"vinted-anti.fraud.fr","","","","",""
"votre-suivi.fr","193.27.90.212","200019","193.27.90.0/24","ALEXHOST, MD","RU"
